"Area,""Area Id"",""Variable Name"",""Variable Id"",""Year"",""Value"",""Symbol"",""Md"""	
"Brazil,21,""Surface water: accounted flow of border rivers"",4168,2002,0.0,"""","""","""""	
"Brazil,21,""Surface water: accounted flow of border rivers"",4168,2007,0.0,"""","""","""""	
"Brazil,21,""Surface water: accounted flow of border rivers"",4168,2012,0.0,"""","""","""""	
"Brazil,21,""Surface water: accounted flow of border rivers"",4168,2017,0.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1962,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1967,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1972,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1977,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1982,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1987,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1992,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,1997,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,2002,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,2007,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,2012,2986.0,"""","""","""""	
"Brazil,21,""Surface water: accounted inflow"",4164,2017,2986.0,"""","""","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1962,585.7,"""",""[56,57]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1967,585.7,"""",""[58,59]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1972,585.7,"""",""[60,61]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1977,585.7,"""",""[62,63]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1982,585.7,"""",""[64,65]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1987,585.7,"""",""[66,67]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1992,585.7,"""",""[68,69]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,1997,585.7,"""",""[70,71]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,2002,585.7,"""",""[72,73]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,2007,585.7,"""",""[74,75]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,2012,585.7,"""",""[76,77]"","""""	
"Brazil,21,""Surface water: leaving the country to other countries (total)"",4171,2017,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1962,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1967,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1972,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1977,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1982,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1987,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1992,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,1997,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,2002,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,2007,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,2012,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries not submitted to treaties"",4172,2017,585.7,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1962,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1967,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1972,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1977,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1982,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1987,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1992,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,1997,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,2002,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,2007,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,2012,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries submitted to treaties"",4173,2017,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1962,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1967,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1972,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1977,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1982,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1987,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1992,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,1997,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,2002,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,2007,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,2012,0.0,"""","""","""""	
"Brazil,21,""Surface water: outflow to other countries secured through treaties"",4174,2017,0.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1962,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1967,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1972,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1977,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1982,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1987,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1992,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,1997,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,2002,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,2007,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,2012,2986.0,"""","""","""""	
"Brazil,21,""Surface water: total external renewable"",4176,2017,2986.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1962,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1967,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1972,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1977,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1982,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1987,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1992,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,1997,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,2002,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,2007,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,2012,0.0,"""","""","""""	
"Brazil,21,""Groundwater: entering the country (total)"",4177,2017,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1962,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1967,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1972,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1977,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1982,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1987,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1992,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,1997,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,2002,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,2007,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,2012,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted inflow"",4452,2017,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1962,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1967,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1972,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1977,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1982,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1987,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1992,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,1997,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,2002,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,2007,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,2012,0.0,"""","""","""""	
"Brazil,21,""Groundwater: leaving the country to other countries (total)"",4178,2017,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1962,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1967,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1972,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1977,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1982,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1987,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1992,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,1997,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,2002,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,2007,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,2012,0.0,"""","""","""""	
"Brazil,21,""Groundwater: accounted outflow to other countries"",4453,2017,0.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1962,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1967,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1972,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1977,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1982,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1987,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1992,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,1997,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,2002,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,2007,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,2012,2986.0,"""","""","""""	
"Brazil,21,""Water resources: total external renewable"",4182,2017,2986.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1962,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1967,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1972,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1977,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1982,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1987,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1992,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,1997,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,2002,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,2007,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,2012,8647.0,"""","""","""""	
"Brazil,21,""Total renewable surface water"",4185,2017,8647.0,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1962,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1967,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1972,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1977,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1982,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1987,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1992,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,1997,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,2002,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,2007,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,2012,645.6,"""","""","""""	
"Brazil,21,""Total renewable groundwater"",4187,2017,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1962,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1967,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1972,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1977,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1982,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1987,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1992,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,1997,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,2002,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,2007,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,2012,645.6,"""","""","""""	
"Brazil,21,""Overlap: between surface water and groundwater"",4536,2017,645.6,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1962,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1967,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1972,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1977,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1982,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1987,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1992,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,1997,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,2002,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,2007,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,2012,8647.0,"""","""","""""	
"Brazil,21,""Total renewable water resources"",4188,2017,8647.0,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1962,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1967,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1972,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1977,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1982,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1987,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1992,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,1997,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,2002,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,2007,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,2012,34.53,"""","""","""""	
"Brazil,21,""Dependency ratio"",4192,2017,34.53,"""","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1962,112925.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1967,98049.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1972,86346.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1977,76612.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1982,68115.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1987,61208.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1992,55944.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,1997,51610.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,2002,47999.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,2007,45266.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,2012,43114.0,""K"","""","""""	
"Brazil,21,""Total renewable water resources per capita"",4190,2017,41316.0,""K"","""","""""	
"Brazil,21,""Interannual variability (WRI)"",4541,2013,1.7,""E"","""","""""	
"Brazil,21,""Seasonal variability (WRI)"",4542,2013,2.5,""E"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1960,403.5,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1965,426.4,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1970,426.4,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1975,447.5,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1980,482.1,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1985,581.6,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1990,601.6,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,1995,601.6,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,2000,689.7,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,2005,697.2,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,2010,700.4,""L"","""","""""	
"Brazil,21,""Total dam capacity"",4197,2015,700.4,""L"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1960,5269.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1965,4835.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1970,4258.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1975,3965.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1980,3798.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1985,4117.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1990,3892.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,1995,3591.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,2000,3828.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,2005,3650.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,2010,3492.0,""K"","""","""""	
"Brazil,21,""Dam capacity per capita"",4471,2015,3347.0,""K"","""","""""	
"Brazil,21,""Agricultural water withdrawal"",4250,1996,33.43,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal"",4250,2006,31.7,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal"",4250,2010,44.9,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal"",4250,2017,39.43,"""","""","""""	
"Brazil,21,""Industrial water withdrawal"",4252,1996,9.94,"""","""","""""	
"Brazil,21,""Industrial water withdrawal"",4252,2006,10.14,"""","""","""""	
"Brazil,21,""Industrial water withdrawal"",4252,2010,12.72,"""","""","""""	
"Brazil,21,""Industrial water withdrawal"",4252,2017,9.511,"""","""","""""	
"Brazil,21,""Municipal water withdrawal"",4251,1996,11.5,"""","""","""""	
"Brazil,21,""Municipal water withdrawal"",4251,2006,16.23,"""","""","""""	
"Brazil,21,""Municipal water withdrawal"",4251,2010,17.21,"""","""","""""	
"Brazil,21,""Municipal water withdrawal"",4251,2017,16.74,"""","""","""""	
"Brazil,21,""Total water withdrawal"",4253,1987,35.04,"""","""","""""	
"Brazil,21,""Total water withdrawal"",4253,1996,54.87,"""","""","""""	
"Brazil,21,""Total water withdrawal"",4253,2006,58.07,"""","""","""""	
"Brazil,21,""Total water withdrawal"",4253,2010,74.83,"""","""","""""	
"Brazil,21,""Total water withdrawal"",4253,2017,65.68,"""","""","""""	
"Brazil,21,""Irrigation water withdrawal"",4475,2017,34.17,"""","""","""""	
"Brazil,21,""Irrigation water requirement"",4260,2006,15.3,""L"","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total water withdrawal"",4254,1996,60.93,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total water withdrawal"",4254,2006,54.59,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total water withdrawal"",4254,2010,60.0,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total water withdrawal"",4254,2017,60.03,"""","""","""""	
"Brazil,21,""Industrial water withdrawal as % of total water withdrawal"",4256,1996,18.12,"""","""","""""	
"Brazil,21,""Industrial water withdrawal as % of total water withdrawal"",4256,2006,17.46,"""","""","""""	
"Brazil,21,""Industrial water withdrawal as % of total water withdrawal"",4256,2010,17.0,"""","""","""""	
"Brazil,21,""Industrial water withdrawal as % of total water withdrawal"",4256,2017,14.48,"""","""","""""	
"Brazil,21,""Municipal water withdrawal as % of total withdrawal"",4255,1996,20.96,"""","""","""""	
"Brazil,21,""Municipal water withdrawal as % of total withdrawal"",4255,2006,27.95,"""","""","""""	
"Brazil,21,""Municipal water withdrawal as % of total withdrawal"",4255,2010,23.0,"""","""","""""	
"Brazil,21,""Municipal water withdrawal as % of total withdrawal"",4255,2017,25.49,"""","""","""""	
"Brazil,21,""Total water withdrawal per capita"",4257,1987,248.0,""K"","""","""""	
"Brazil,21,""Total water withdrawal per capita"",4257,1996,327.5,""K"","""","""""	
"Brazil,21,""Total water withdrawal per capita"",4257,2006,304.0,""K"","""","""""	
"Brazil,21,""Total water withdrawal per capita"",4257,2010,373.1,""K"","""","""""	
"Brazil,21,""Total water withdrawal per capita"",4257,2017,313.8,""K"","""","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1962,6532.0,""E"",""[78]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1967,6532.0,""E"",""[79]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1972,6532.0,""E"",""[80]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1977,6532.0,""E"",""[81]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1982,6532.0,""E"",""[82]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1987,6532.0,""E"",""[83]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1992,6532.0,""E"",""[84]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,1997,6532.0,""E"",""[85]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,2002,6532.0,""E"",""[86]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,2007,6532.0,""E"",""[87]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,2012,6532.0,""E"",""[88]"","""""	
"Brazil,21,""Environmental Flow Requirements"",4549,2017,6532.0,""E"",""[89]"","""""	
"Brazil,21,""Fresh surface water withdrawal"",4261,2017,59.38,"""","""","""""	
"Brazil,21,""Fresh groundwater withdrawal"",4262,2017,6.305,"""","""","""""	
"Brazil,21,""Total freshwater withdrawal"",4263,1987,35.04,"""","""","""""	
"Brazil,21,""Total freshwater withdrawal"",4263,1996,54.83,""I"","""","""""	
"Brazil,21,""Total freshwater withdrawal"",4263,2006,58.07,"""","""","""""	
"Brazil,21,""Total freshwater withdrawal"",4263,2010,74.78,""I"","""","""""	
"Brazil,21,""Total freshwater withdrawal"",4263,2017,65.68,"""","""","""""	
"Brazil,21,""Desalinated water produced"",4264,1996,0.04,""I"","""","""""	
"Brazil,21,""Desalinated water produced"",4264,2010,0.04,""I"","""","""""	
"Brazil,21,""Direct use of treated municipal wastewater"",4535,2008,0.009,"""","""","""""	
"Brazil,21,""Direct use of treated municipal wastewater"",4535,2016,0.05,"""","""","""""	
"Brazil,21,""Produced municipal wastewater"",4269,1996,2.567,"""",""[90,91]"","""""	
"Brazil,21,""Produced municipal wastewater"",4269,2006,9.73,"""","""","""""	
"Brazil,21,""Produced municipal wastewater"",4269,2008,10.3,"""","""","""""	
"Brazil,21,""Produced municipal wastewater"",4269,2016,7468.0,"""","""","""""	
"Brazil,21,""Collected municipal wastewater"",4493,2006,5.39,"""","""","""""	
"Brazil,21,""Collected municipal wastewater"",4493,2016,5466.0,"""","""","""""	
"Brazil,21,""Treated municipal wastewater"",4270,1996,0.8847,"""","""","""""	
"Brazil,21,""Treated municipal wastewater"",4270,2006,2.51,"""","""","""""	
"Brazil,21,""Treated municipal wastewater"",4270,2008,3.1,"""","""","""""	
"Brazil,21,""Treated municipal wastewater"",4270,2016,4047.0,"""","""","""""	
"Brazil,21,""Not treated municipal wastewater"",4491,1996,1.682,""I"",""[92]"","""""	
"Brazil,21,""Not treated municipal wastewater"",4491,2006,7.22,"""","""","""""	
"Brazil,21,""Not treated municipal wastewater"",4491,2008,7.2,"""",""[93]"","""""	
"Brazil,21,""Treated municipal wastewater discharged"",4510,2008,3.091,"""",""[94]"","""""	
"Brazil,21,""Direct use of treated municipal wastewater"",4265,2008,0.009,"""","""","""""	
"Brazil,21,""Direct use of treated municipal wastewater"",4265,2016,0.05,"""","""","""""	
"Brazil,21,""Direct use of treated municipal wastewater for irrigation purposes"",4490,2008,0.008,"""","""","""""	
"Brazil,21,""MDG 7.5. Freshwater withdrawal as % of total renewable water resources"",4275,1987,0.4052,"""","""","""""	
"Brazil,21,""MDG 7.5. Freshwater withdrawal as % of total renewable water resources"",4275,1996,0.67,"""","""","""""	
"Brazil,21,""MDG 7.5. Freshwater withdrawal as % of total renewable water resources"",4275,2006,0.6716,"""","""","""""	
"Brazil,21,""MDG 7.5. Freshwater withdrawal as % of total renewable water resources"",4275,2010,0.8648,""I"","""","""""	
"Brazil,21,""MDG 7.5. Freshwater withdrawal as % of total renewable water resources"",4275,2017,0.7596,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total renewable water resources"",4273,1996,0.3866,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total renewable water resources"",4273,2006,0.3666,"""","""","""""	
"Brazil,21,""Agricultural water withdrawal as % of total renewable water resources"",4273,2010,0.5193,"""","""","""""	
