Ano,Nome da Grande Região,State Number,Sigla da Unidade da Federação,State,GDP ,GDP_Capita,
2010,Norte,11,RO,Rondônia," 262,077 "," 10,731.18 ",
2010,Norte,11,RO,Rondônia," 1,364,694 "," 15,103.86 ",
2010,Norte,11,RO,Rondônia," 69,611 "," 11,033.62 ",
2010,Norte,11,RO,Rondônia," 1,186,494 "," 15,095.15 ",
2010,Norte,11,RO,Rondônia," 222,021 "," 13,037.06 ",
2010,Norte,11,RO,Rondônia," 193,093 "," 10,380.21 ",
2010,Norte,11,RO,Rondônia," 114,768 "," 13,038.89 ",
2010,Norte,11,RO,Rondônia," 107,583 "," 7,852.78 ",
2010,Norte,11,RO,Rondônia," 311,788 "," 10,848.19 ",
2010,Norte,11,RO,Rondônia," 598,167 "," 14,363.13 ",
2010,Norte,11,RO,Rondônia," 797,296 "," 15,319.96 ",
2010,Norte,11,RO,Rondônia," 1,855,359 "," 15,913.94 ",
2010,Norte,11,RO,Rondônia," 272,201 "," 8,750.47 ",
2010,Norte,11,RO,Rondônia," 173,651 "," 8,750.38 ",
2010,Norte,11,RO,Rondônia," 477,501 "," 12,585.36 ",
2010,Norte,11,RO,Rondônia," 540,862 "," 16,023.63 ",
2010,Norte,11,RO,Rondônia," 9,093,824 "," 21,319.08 ",
2010,Norte,11,RO,Rondônia," 235,589 "," 10,555.53 ",
2010,Norte,11,RO,Rondônia," 41,934 "," 12,645.97 ",
2010,Norte,11,RO,Rondônia," 627,848 "," 12,390.44 ",
2010,Norte,11,RO,Rondônia," 98,818 "," 11,120.68 ",
2010,Norte,11,RO,Rondônia," 1,447,187 "," 18,995.20 ",
2010,Norte,11,RO,Rondônia," 324,476 "," 14,867.85 ",
2010,Norte,11,RO,Rondônia," 218,431 "," 9,685.67 ",
2010,Norte,11,RO,Rondônia," 160,689 "," 9,528.51 ",
2010,Norte,11,RO,Rondônia," 119,974 "," 9,353.97 ",
2010,Norte,11,RO,Rondônia," 152,235 "," 8,879.79 ",
2010,Norte,11,RO,Rondônia," 336,265 "," 10,383.35 ",
2010,Norte,11,RO,Rondônia," 95,420 "," 9,321.10 ",
2010,Norte,11,RO,Rondônia," 76,701 "," 13,392.84 ",
2010,Norte,11,RO,Rondônia," 120,440 "," 9,506.68 ",
2010,Norte,11,RO,Rondônia," 228,321 "," 11,541.88 ",
2010,Norte,11,RO,Rondônia," 39,936 "," 11,152.28 ",
2010,Norte,11,RO,Rondônia," 165,716 "," 19,956.21 ",
2010,Norte,11,RO,Rondônia," 210,218 "," 13,243.73 ",
2010,Norte,11,RO,Rondônia," 111,130 "," 10,570.72 ",
2010,Norte,11,RO,Rondônia," 90,690 "," 10,593.45 ",
2010,Norte,11,RO,Rondônia," 99,692 "," 9,628.40 ",
2010,Norte,11,RO,Rondônia," 114,869 "," 9,678.04 ",
2010,Norte,11,RO,Rondônia," 143,417 "," 10,178.62 ",
2010,Norte,11,RO,Rondônia," 70,739 "," 9,434.33 ",
2010,Norte,11,RO,Rondônia," 49,986 "," 10,392.15 ",
2010,Norte,11,RO,Rondônia," 43,812 "," 18,868.24 ",
2010,Norte,11,RO,Rondônia," 35,105 "," 9,964.65 ",
2010,Norte,11,RO,Rondônia," 58,727 "," 9,758.55 ",
2010,Norte,11,RO,Rondônia," 173,610 "," 10,837.73 ",
2010,Norte,11,RO,Rondônia," 117,281 "," 10,067.89 ",
2010,Norte,11,RO,Rondônia," 50,001 "," 10,218.91 ",
2010,Norte,11,RO,Rondônia," 105,535 "," 9,915.02 ",
2010,Norte,11,RO,Rondônia," 121,359 "," 9,357.65 ",
2010,Norte,11,RO,Rondônia," 91,480 "," 9,772.49 ",
2010,Norte,11,RO,Rondônia," 89,263 "," 10,861.88 ",
2010,Norte,12,AC,Acre," 121,915 "," 9,723.62 ",
2010,Norte,12,AC,Acre," 42,017 "," 6,916.45 ",
2010,Norte,12,AC,Acre," 190,699 "," 8,895.37 ",
2010,Norte,12,AC,Acre," 86,265 "," 10,179.96 ",
2010,Norte,12,AC,Acre," 108,531 "," 12,319.08 ",
2010,Norte,12,AC,Acre," 771,040 "," 9,829.18 ",
2010,Norte,12,AC,Acre," 144,997 "," 9,585.95 ",
2010,Norte,12,AC,Acre," 200,521 "," 6,205.96 ",
2010,Norte,12,AC,Acre," 41,234 "," 6,313.58 ",
2010,Norte,12,AC,Acre," 95,419 "," 6,258.61 ",
2010,Norte,12,AC,Acre," 55,803 "," 6,984.96 ",
2010,Norte,12,AC,Acre," 96,005 "," 6,760.91 ",
2010,Norte,12,AC,Acre," 132,633 "," 7,709.86 ",
2010,Norte,12,AC,Acre," 60,318 "," 6,576.28 ",
2010,Norte,12,AC,Acre," 5,125,851 "," 15,264.78 ",
2010,Norte,12,AC,Acre," 124,221 "," 8,666.21 ",
2010,Norte,12,AC,Acre," 35,855 "," 7,774.32 ",
2010,Norte,12,AC,Acre," 184,620 "," 9,160.90 ",
2010,Norte,12,AC,Acre," 264,528 "," 6,962.55 ",
2010,Norte,12,AC,Acre," 227,963 "," 6,416.78 ",
2010,Norte,12,AC,Acre," 117,260 "," 7,321.42 ",
2010,Norte,12,AC,Acre," 114,661 "," 7,744.26 ",
2010,Norte,13,AM,Amazonas," 58,365 "," 4,145.22 ",
2010,Norte,13,AM,Amazonas," 36,941 "," 3,825.29 ",
2010,Norte,13,AM,Amazonas," 51,913 "," 5,093.04 ",
2010,Norte,13,AM,Amazonas," 64,424 "," 3,955.06 ",
2010,Norte,13,AM,Amazonas," 104,518 "," 5,787.57 ",
2010,Norte,13,AM,Amazonas," 68,896 "," 4,547.86 ",
2010,Norte,13,AM,Amazonas," 154,785 "," 4,855.85 ",
2010,Norte,13,AM,Amazonas," 93,663 "," 3,642.34 ",
2010,Norte,13,AM,Amazonas," 117,983 "," 4,312.08 ",
2010,Norte,13,AM,Amazonas," 137,141 "," 4,107.13 ",
2010,Norte,13,AM,Amazonas," 74,008 "," 4,774.69 ",
2010,Norte,13,AM,Amazonas," 55,076 "," 3,691.16 ",
2010,Norte,13,AM,Amazonas," 151,889 "," 5,083.29 ",
2010,Norte,13,AM,Amazonas," 156,532 "," 4,543.48 ",
2010,Norte,13,AM,Amazonas," 66,861 "," 6,128.94 ",
2010,Norte,13,AM,Amazonas," 49,394 "," 3,881.01 ",
2010,Norte,13,AM,Amazonas," 129,697 "," 5,046.59 ",
2010,Norte,13,AM,Amazonas," 143,727 "," 4,404.60 ",
2010,Norte,13,AM,Amazonas," 188,023 "," 7,846.37 ",
2010,Norte,13,AM,Amazonas," 1,998,793 "," 26,331.44 ",
2010,Norte,13,AM,Amazonas," 120,603 "," 5,216.63 ",
2010,Norte,13,AM,Amazonas," 151,777 "," 4,949.36 ",
2010,Norte,13,AM,Amazonas," 71,690 "," 4,390.63 ",
2010,Norte,13,AM,Amazonas," 95,662 "," 4,221.81 ",
2010,Norte,13,AM,Amazonas," 51,646 "," 3,669.58 ",
2010,Norte,13,AM,Amazonas," 217,550 "," 4,931.32 ",
2010,Norte,13,AM,Amazonas," 69,654 "," 3,137.70 ",
2010,Norte,13,AM,Amazonas," 306,446 "," 7,522.91 ",
2010,Norte,13,AM,Amazonas," 849,637 "," 9,783.93 ",
2010,Norte,13,AM,Amazonas," 42,985 "," 5,346.36 ",
2010,Norte,13,AM,Amazonas," 82,029 "," 10,003.53 ",
2010,Norte,13,AM,Amazonas," 32,590 "," 4,471.09 ",
2010,Norte,13,AM,Amazonas," 48,747 "," 4,504.41 ",
2010,Norte,13,AM,Amazonas," 89,745 "," 4,995.84 ",
2010,Norte,13,AM,Amazonas," 205,325 "," 5,464.54 ",
2010,Norte,13,AM,Amazonas," 647,440 "," 7,604.06 ",
2010,Norte,13,AM,Amazonas," 124,714 "," 5,468.23 ",
2010,Norte,13,AM,Amazonas," 50,168,821 "," 27,832.52 ",
2010,Norte,13,AM,Amazonas," 251,450 "," 5,348.76 ",
2010,Norte,13,AM,Amazonas," 65,054 "," 3,746.48 ",
2010,Norte,13,AM,Amazonas," 271,611 "," 5,238.70 ",
2010,Norte,13,AM,Amazonas," 69,664 "," 3,811.38 ",
2010,Norte,13,AM,Amazonas," 128,637 "," 4,181.81 ",
2010,Norte,13,AM,Amazonas," 73,846 "," 4,996.36 ",
2010,Norte,13,AM,Amazonas," 78,084 "," 3,650.66 ",
2010,Norte,13,AM,Amazonas," 578,337 "," 5,666.31 ",
2010,Norte,13,AM,Amazonas," 76,686 "," 4,224.43 ",
2010,Norte,13,AM,Amazonas," 314,535 "," 11,597.48 ",
2010,Norte,13,AM,Amazonas," 193,863 "," 7,526.33 ",
2010,Norte,13,AM,Amazonas," 65,376 "," 3,605.38 ",
2010,Norte,13,AM,Amazonas," 83,501 "," 3,410.03 ",
2010,Norte,13,AM,Amazonas," 162,583 "," 4,358.80 ",
2010,Norte,13,AM,Amazonas," 108,879 "," 3,464.62 ",
2010,Norte,13,AM,Amazonas," 42,613 "," 3,986.98 ",
2010,Norte,13,AM,Amazonas," 48,370 "," 5,727.64 ",
2010,Norte,13,AM,Amazonas," 237,078 "," 4,534.86 ",
2010,Norte,13,AM,Amazonas," 84,359 "," 4,422.04 ",
2010,Norte,13,AM,Amazonas," 350,169 "," 5,703.17 ",
2010,Norte,13,AM,Amazonas," 58,573 "," 3,434.16 ",
2010,Norte,13,AM,Amazonas," 78,559 "," 6,598.27 ",
2010,Norte,13,AM,Amazonas," 102,020 "," 5,994.47 ",
2010,Norte,13,AM,Amazonas," 73,588 "," 4,150.26 ",
2010,Norte,14,RR,Roraima," 76,901 "," 8,242.36 ",
2010,Norte,14,RR,Roraima," 134,967 "," 8,287.33 ",
2010,Norte,14,RR,Roraima," 5,123,256 "," 18,023.26 ",
2010,Norte,14,RR,Roraima," 108,568 "," 9,913.94 ",
2010,Norte,14,RR,Roraima," 124,720 "," 9,052.13 ",
2010,Norte,14,RR,Roraima," 174,394 "," 9,486.16 ",
2010,Norte,14,RR,Roraima," 73,318 "," 9,035.99 ",
2010,Norte,14,RR,Roraima," 76,327 "," 8,797.54 ",
2010,Norte,14,RR,Roraima," 147,252 "," 9,940.08 ",
2010,Norte,14,RR,Roraima," 74,442 "," 8,339.93 ",
2010,Norte,14,RR,Roraima," 102,814 "," 9,840.51 ",
2010,Norte,14,RR,Roraima," 241,465 "," 9,437.01 ",
2010,Norte,14,RR,Roraima," 66,010 "," 9,738.90 ",
2010,Norte,14,RR,Roraima," 59,706 "," 8,845.36 ",
2010,Norte,14,RR,Roraima," 55,010 "," 6,752.15 ",
2010,Norte,15,PA,Pará," 583,793 "," 4,138.79 ",
2010,Norte,15,PA,Pará," 53,599 "," 7,891.45 ",
2010,Norte,15,PA,Pará," 440,767 "," 8,222.51 ",
2010,Norte,15,PA,Pará," 161,293 "," 4,606.14 ",
2010,Norte,15,PA,Pará," 180,873 "," 7,217.32 ",
2010,Norte,15,PA,Pará," 361,813 "," 6,863.69 ",
2010,Norte,15,PA,Pará," 576,867 "," 17,135.52 ",
2010,Norte,15,PA,Pará," 842,408 "," 8,020.64 ",
2010,Norte,15,PA,Pará," 95,376 "," 3,850.30 ",
2010,Norte,15,PA,Pará," 4,100,513 "," 8,692.24 ",
2010,Norte,15,PA,Pará," 111,551 "," 5,443.39 ",
2010,Norte,15,PA,Pará," 133,308 "," 3,291.63 ",
2010,Norte,15,PA,Pará," 212,961 "," 8,012.37 ",
2010,Norte,15,PA,Pará," 55,948 "," 3,548.43 ",
2010,Norte,15,PA,Pará," 78,845 "," 3,305.18 ",
2010,Norte,15,PA,Pará," 169,274 "," 4,586.50 ",
2010,Norte,15,PA,Pará," 34,215 "," 9,963.57 ",
2010,Norte,15,PA,Pará," 2,227,150 "," 22,316.13 ",
2010,Norte,15,PA,Pará," 18,801,039 "," 13,506.19 ",
2010,Norte,15,PA,Pará," 109,871 "," 6,730.66 ",
2010,Norte,15,PA,Pará," 580,847 "," 11,242.99 ",
2010,Norte,15,PA,Pará," 86,836 "," 5,695.65 ",
2010,Norte,15,PA,Pará," 56,788 "," 4,166.41 ",
2010,Norte,15,PA,Pará," 509,272 "," 4,500.26 ",
2010,Norte,15,PA,Pará," 104,504 "," 5,818.72 ",
2010,Norte,15,PA,Pará," 35,204 "," 4,806.60 ",
2010,Norte,15,PA,Pará," 534,052 "," 10,173.00 ",
2010,Norte,15,PA,Pará," 363,440 "," 3,913.63 ",
2010,Norte,15,PA,Pará," 228,097 "," 8,875.36 ",
2010,Norte,15,PA,Pará," 76,673 "," 2,895.96 ",
2010,Norte,15,PA,Pará," 78,541 "," 3,838.76 ",
2010,Norte,15,PA,Pará," 475,011 "," 3,928.83 ",
2010,Norte,15,PA,Pará," 2,120,092 "," 79,323.98 ",
2010,Norte,15,PA,Pará," 601,464 "," 9,452.82 ",
2010,Norte,15,PA,Pará," 232,622 "," 4,482.20 ",
2010,Norte,15,PA,Pará," 1,738,923 "," 10,046.01 ",
2010,Norte,15,PA,Pará," 82,705 "," 3,912.62 ",
2010,Norte,15,PA,Pará," 42,094 "," 3,698.33 ",
2010,Norte,15,PA,Pará," 299,034 "," 6,567.85 ",
2010,Norte,15,PA,Pará," 136,685 "," 4,843.39 ",
2010,Norte,15,PA,Pará," 107,977 "," 10,305.11 ",
2010,Norte,15,PA,Pará," 116,295 "," 6,356.66 ",
2010,Norte,15,PA,Pará," 92,822 "," 3,247.58 ",
2010,Norte,15,PA,Pará," 93,835 "," 7,652.47 ",
2010,Norte,15,PA,Pará," 132,771 "," 3,849.54 ",
2010,Norte,15,PA,Pará," 311,832 "," 6,076.46 ",
2010,Norte,15,PA,Pará," 200,326 "," 6,310.48 ",
2010,Norte,15,PA,Pará," 29,521 "," 3,608.43 ",
2010,Norte,15,PA,Pará," 271,036 "," 15,205.38 ",
2010,Norte,15,PA,Pará," 121,027 "," 4,831.21 ",
2010,Norte,15,PA,Pará," 170,782 "," 5,610.99 ",
2010,Norte,15,PA,Pará," 103,744 "," 3,569.98 ",
2010,Norte,15,PA,Pará," 136,819 "," 3,817.19 ",
2010,Norte,15,PA,Pará," 237,082 "," 4,086.01 ",
2010,Norte,15,PA,Pará," 45,885 "," 4,559.36 ",
2010,Norte,15,PA,Pará," 387,767 "," 7,546.60 ",
2010,Norte,15,PA,Pará," 105,748 "," 3,369.70 ",
2010,Norte,15,PA,Pará," 906,107 "," 9,308.39 ",
2010,Norte,15,PA,Pará," 241,334 "," 4,708.23 ",
2010,Norte,15,PA,Pará," 99,660 "," 7,098.32 ",
2010,Norte,15,PA,Pará," 263,119 "," 5,121.54 ",
2010,Norte,15,PA,Pará," 480,752 "," 10,202.06 ",
2010,Norte,15,PA,Pará," 193,960 "," 7,749.71 ",
2010,Norte,15,PA,Pará," 174,972 "," 6,273.19 ",
2010,Norte,15,PA,Pará," 34,471 "," 4,247.79 ",
2010,Norte,15,PA,Pará," 3,458,625 "," 14,814.51 ",
2010,Norte,15,PA,Pará," 112,322 "," 3,958.34 ",
2010,Norte,15,PA,Pará," 100,430 "," 3,774.86 ",
2010,Norte,15,PA,Pará," 732,171 "," 6,763.64 ",
2010,Norte,15,PA,Pará," 258,218 "," 9,409.59 ",
2010,Norte,15,PA,Pará," 69,232 "," 2,792.87 ",
2010,Norte,15,PA,Pará," 128,841 "," 4,817.39 ",
2010,Norte,15,PA,Pará," 398,706 "," 5,702.24 ",
2010,Norte,15,PA,Pará," 394,236 "," 7,108.61 ",
2010,Norte,15,PA,Pará," 140,604 "," 4,106.78 ",
2010,Norte,15,PA,Pará," 98,465 "," 4,884.44 ",
2010,Norte,15,PA,Pará," 67,354 "," 4,599.09 ",
2010,Norte,15,PA,Pará," 56,296 "," 4,121.23 ",
2010,Norte,15,PA,Pará," 293,613 "," 11,694.93 ",
2010,Norte,15,PA,Pará," 347,951 "," 5,600.91 ",
2010,Norte,15,PA,Pará," 363,169 "," 7,373.38 ",
2010,Norte,15,PA,Pará," 154,222 "," 5,393.31 ",
2010,Norte,15,PA,Pará," 1,635,545 "," 25,976.29 ",
2010,Norte,15,PA,Pará," 90,156 "," 5,532.40 ",
2010,Norte,15,PA,Pará," 326,029 "," 11,828.06 ",
2010,Norte,15,PA,Pará," 224,947 "," 5,616.38 ",
2010,Norte,15,PA,Pará," 36,046 "," 4,814.51 ",
2010,Norte,15,PA,Pará," 1,427,239 "," 14,595.23 ",
2010,Norte,15,PA,Pará," 14,985,170 "," 97,342.96 ",
2010,Norte,15,PA,Pará," 42,532 "," 7,054.60 ",
2010,Norte,15,PA,Pará," 28,106 "," 3,572.21 ",
2010,Norte,15,PA,Pará," 89,211 "," 7,022.85 ",
2010,Norte,15,PA,Pará," 111,570 "," 4,662.34 ",
2010,Norte,15,PA,Pará," 111,426 "," 4,287.42 ",
2010,Norte,15,PA,Pará," 264,772 "," 5,075.56 ",
2010,Norte,15,PA,Pará," 131,392 "," 3,870.06 ",
2010,Norte,15,PA,Pará," 141,501 "," 4,835.15 ",
2010,Norte,15,PA,Pará," 34,879 "," 3,396.84 ",
2010,Norte,15,PA,Pará," 43,000 "," 3,464.69 ",
2010,Norte,15,PA,Pará," 752,443 "," 9,965.47 ",
2010,Norte,15,PA,Pará," 201,449 "," 11,367.17 ",
2010,Norte,15,PA,Pará," 333,880 "," 7,107.76 ",
2010,Norte,15,PA,Pará," 149,745 "," 3,737.27 ",
2010,Norte,15,PA,Pará," 176,749 "," 4,722.13 ",
2010,Norte,15,PA,Pará," 77,018 "," 3,815.81 ",
2010,Norte,15,PA,Pará," 71,545 "," 4,170.77 ",
2010,Norte,15,PA,Pará," 33,698 "," 4,128.19 ",
2010,Norte,15,PA,Pará," 366,698 "," 6,165.47 ",
2010,Norte,15,PA,Pará," 74,135 "," 3,817.07 ",
2010,Norte,15,PA,Pará," 125,316 "," 7,286.67 ",
2010,Norte,15,PA,Pará," 152,534 "," 6,622.39 ",
2010,Norte,15,PA,Pará," 329,767 "," 5,874.85 ",
2010,Norte,15,PA,Pará," 2,309,692 "," 7,835.47 ",
2010,Norte,15,PA,Pará," 24,335 "," 3,960.06 ",
2010,Norte,15,PA,Pará," 136,005 "," 5,098.97 ",
2010,Norte,15,PA,Pará," 57,871 "," 3,426.16 ",
2010,Norte,15,PA,Pará," 113,690 "," 4,913.13 ",
2010,Norte,15,PA,Pará," 151,118 "," 5,066.49 ",
2010,Norte,15,PA,Pará," 495,055 "," 5,422.71 ",
2010,Norte,15,PA,Pará," 96,494 "," 6,349.96 ",
2010,Norte,15,PA,Pará," 166,439 "," 6,505.60 ",
2010,Norte,15,PA,Pará," 23,155 "," 4,397.92 ",
2010,Norte,15,PA,Pará," 74,769 "," 3,621.83 ",
2010,Norte,15,PA,Pará," 54,398 "," 4,137.06 ",
2010,Norte,15,PA,Pará," 338,330 "," 6,566.07 ",
2010,Norte,15,PA,Pará," 98,324 "," 4,295.48 ",
2010,Norte,15,PA,Pará," 54,126 "," 10,724.45 ",
2010,Norte,15,PA,Pará," 57,736 "," 4,441.94 ",
2010,Norte,15,PA,Pará," 86,847 "," 3,776.80 ",
2010,Norte,15,PA,Pará," 422,201 "," 5,324.16 ",
2010,Norte,15,PA,Pará," 34,897 "," 3,403.26 ",
2010,Norte,15,PA,Pará," 71,984 "," 4,246.36 ",
2010,Norte,15,PA,Pará," 335,913 "," 5,943.89 ",
2010,Norte,15,PA,Pará," 95,703 "," 3,484.42 ",
2010,Norte,15,PA,Pará," 103,515 "," 6,130.60 ",
2010,Norte,15,PA,Pará," 348,358 "," 10,352.08 ",
2010,Norte,15,PA,Pará," 2,566,105 "," 26,425.00 ",
2010,Norte,15,PA,Pará," 545,230 "," 12,578.85 ",
2010,Norte,15,PA,Pará," 294,588 "," 4,919.56 ",
2010,Norte,15,PA,Pará," 180,174 "," 3,761.31 ",
2010,Norte,15,PA,Pará," 237,509 "," 4,190.27 ",
2010,Norte,15,PA,Pará," 92,756 "," 6,881.03 ",
2010,Norte,15,PA,Pará," 500,256 "," 12,329.78 ",
2010,Norte,16,AP,Amapá," 37,563 "," 8,519.72 ",
2010,Norte,16,AP,Amapá," 77,628 "," 9,697.40 ",
2010,Norte,16,AP,Amapá," 171,959 "," 15,962.07 ",
2010,Norte,16,AP,Amapá," 83,485 "," 9,313.41 ",
2010,Norte,16,AP,Amapá," 39,502 "," 8,524.48 ",
2010,Norte,16,AP,Amapá," 69,508 "," 12,042.21 ",
2010,Norte,16,AP,Amapá," 32,633 "," 7,647.71 ",
2010,Norte,16,AP,Amapá," 346,803 "," 8,712.54 ",
2010,Norte,16,AP,Amapá," 5,503,896 "," 13,831.91 ",
2010,Norte,16,AP,Amapá," 150,946 "," 8,863.52 ",
2010,Norte,16,AP,Amapá," 193,371 "," 9,466.92 ",
2010,Norte,16,AP,Amapá," 211,985 "," 12,599.43 ",
2010,Norte,16,AP,Amapá," 37,126 "," 9,813.84 ",
2010,Norte,16,AP,Amapá," 1,075,428 "," 10,626.45 ",
2010,Norte,16,AP,Amapá," 101,676 "," 8,176.59 ",
2010,Norte,16,AP,Amapá," 104,285 "," 8,379.70 ",
2010,Norte,17,TO,Tocantins," 16,234 "," 6,801.19 ",
2010,Norte,17,TO,Tocantins," 65,256 "," 12,651.50 ",
2010,Norte,17,TO,Tocantins," 46,764 "," 8,257.79 ",
2010,Norte,17,TO,Tocantins," 62,942 "," 8,287.33 ",
2010,Norte,17,TO,Tocantins," 144,372 "," 17,228.15 ",
2010,Norte,17,TO,Tocantins," 61,771 "," 6,256.56 ",
2010,Norte,17,TO,Tocantins," 25,223 "," 7,959.39 ",
2010,Norte,17,TO,Tocantins," 32,141 "," 7,628.97 ",
2010,Norte,17,TO,Tocantins," 34,844 "," 5,923.83 ",
2010,Norte,17,TO,Tocantins," 37,094 "," 5,872.07 ",
2010,Norte,17,TO,Tocantins," 97,398 "," 11,085.54 ",
2010,Norte,17,TO,Tocantins," 1,980,668 "," 13,158.83 ",
2010,Norte,17,TO,Tocantins," 37,212 "," 7,398.08 ",
2010,Norte,17,TO,Tocantins," 193,361 "," 6,172.94 ",
2010,Norte,17,TO,Tocantins," 54,103 "," 8,024.70 ",
2010,Norte,17,TO,Tocantins," 117,229 "," 11,014.64 ",
2010,Norte,17,TO,Tocantins," 101,686 "," 6,369.28 ",
2010,Norte,17,TO,Tocantins," 21,789 "," 6,322.88 ",
2010,Norte,17,TO,Tocantins," 52,291 "," 5,637.87 ",
2010,Norte,17,TO,Tocantins," 58,612 "," 5,610.98 ",
2010,Norte,17,TO,Tocantins," 45,296 "," 14,499.46 ",
2010,Norte,17,TO,Tocantins," 25,458 "," 6,174.64 ",
2010,Norte,17,TO,Tocantins," 38,099 "," 7,126.68 ",
2010,Norte,17,TO,Tocantins," 37,848 "," 8,472.75 ",
2010,Norte,17,TO,Tocantins," 28,849 "," 7,656.38 ",
2010,Norte,17,TO,Tocantins," 18,970 "," 9,182.11 ",
2010,Norte,17,TO,Tocantins," 48,612 "," 9,370.16 ",
2010,Norte,17,TO,Tocantins," 49,310 "," 5,047.09 ",
2010,Norte,17,TO,Tocantins," 13,097 "," 6,097.27 ",
2010,Norte,17,TO,Tocantins," 161,233 "," 19,809.89 ",
2010,Norte,17,TO,Tocantins," 63,927 "," 17,028.96 ",
2010,Norte,17,TO,Tocantins," 20,878 "," 9,057.65 ",
2010,Norte,17,TO,Tocantins," 19,058 "," 5,164.79 ",
2010,Norte,17,TO,Tocantins," 28,715 "," 6,241.14 ",
2010,Norte,17,TO,Tocantins," 15,279 "," 5,956.67 ",
2010,Norte,17,TO,Tocantins," 11,127 "," 8,335.08 ",
2010,Norte,17,TO,Tocantins," 27,637 "," 8,426.03 ",
2010,Norte,17,TO,Tocantins," 314,491 "," 10,184.62 ",
2010,Norte,17,TO,Tocantins," 29,499 "," 6,317.98 ",
2010,Norte,17,TO,Tocantins," 25,437 "," 6,082.46 ",
2010,Norte,17,TO,Tocantins," 38,466 "," 7,679.44 ",
2010,Norte,17,TO,Tocantins," 54,393 "," 7,535.70 ",
2010,Norte,17,TO,Tocantins," 18,920 "," 12,082.00 ",
2010,Norte,17,TO,Tocantins," 39,959 "," 7,577.99 ",
2010,Norte,17,TO,Tocantins," 264,357 "," 13,833.45 ",
2010,Norte,17,TO,Tocantins," 51,343 "," 8,069.06 ",
2010,Norte,17,TO,Tocantins," 46,594 "," 6,506.67 ",
2010,Norte,17,TO,Tocantins," 55,729 "," 12,144.03 ",
2010,Norte,17,TO,Tocantins," 44,966 "," 4,745.21 ",
2010,Norte,17,TO,Tocantins," 33,906 "," 8,910.92 ",
2010,Norte,17,TO,Tocantins," 69,695 "," 13,051.43 ",
2010,Norte,17,TO,Tocantins," 59,687 "," 7,020.31 ",
2010,Norte,17,TO,Tocantins," 214,558 "," 11,643.06 ",
2010,Norte,17,TO,Tocantins," 59,252 "," 24,454.05 ",
2010,Norte,17,TO,Tocantins," 33,663 "," 6,786.93 ",
2010,Norte,17,TO,Tocantins," 77,204 "," 6,399.55 ",
2010,Norte,17,TO,Tocantins," 277,727 "," 11,964.82 ",
2010,Norte,17,TO,Tocantins," 1,234,374 "," 16,079.90 ",
2010,Norte,17,TO,Tocantins," 15,536 "," 9,478.67 ",
2010,Norte,17,TO,Tocantins," 49,459 "," 6,962.15 ",
2010,Norte,17,TO,Tocantins," 33,169 "," 5,501.50 ",
2010,Norte,17,TO,Tocantins," 29,689 "," 8,400.98 ",
2010,Norte,17,TO,Tocantins," 22,390 "," 9,180.19 ",
2010,Norte,17,TO,Tocantins," 26,878 "," 7,664.01 ",
2010,Norte,17,TO,Tocantins," 14,853 "," 6,657.66 ",
2010,Norte,17,TO,Tocantins," 170,220 "," 16,663.74 ",
2010,Norte,17,TO,Tocantins," 17,744 "," 5,033.83 ",
2010,Norte,17,TO,Tocantins," 29,084 "," 10,488.29 ",
2010,Norte,17,TO,Tocantins," 29,817 "," 18,577.84 ",
2010,Norte,17,TO,Tocantins," 18,046 "," 4,836.79 ",
2010,Norte,17,TO,Tocantins," 20,334 "," 7,755.14 ",
2010,Norte,17,TO,Tocantins," 34,235 "," 7,866.56 ",
2010,Norte,17,TO,Tocantins," 49,394 "," 22,259.54 ",
2010,Norte,17,TO,Tocantins," 16,974 "," 5,374.81 ",
2010,Norte,17,TO,Tocantins," 411,917 "," 19,907.07 ",
2010,Norte,17,TO,Tocantins," 109,323 "," 8,658.56 ",
2010,Norte,17,TO,Tocantins," 54,331 "," 8,088.61 ",
2010,Norte,17,TO,Tocantins," 15,467 "," 7,418.23 ",
2010,Norte,17,TO,Tocantins," 44,504 "," 7,745.15 ",
2010,Norte,17,TO,Tocantins," 24,677 "," 7,828.95 ",
2010,Norte,17,TO,Tocantins," 66,308 "," 7,367.59 ",
2010,Norte,17,TO,Tocantins," 23,850 "," 5,437.87 ",
2010,Norte,17,TO,Tocantins," 146,027 "," 13,665.26 ",
2010,Norte,17,TO,Tocantins," 22,874 "," 6,067.51 ",
2010,Norte,17,TO,Tocantins," 21,270 "," 5,653.80 ",
2010,Norte,17,TO,Tocantins," 14,875 "," 6,506.88 ",
2010,Norte,17,TO,Tocantins," 53,714 "," 21,861.82 ",
2010,Norte,17,TO,Tocantins," 11,238 "," 10,857.54 ",
2010,Norte,17,TO,Tocantins," 32,944 "," 6,649.94 ",
2010,Norte,17,TO,Tocantins," 60,013 "," 8,173.98 ",
2010,Norte,17,TO,Tocantins," 570,080 "," 12,830.39 ",
2010,Norte,17,TO,Tocantins," 199,268 "," 19,280.88 ",
2010,Norte,17,TO,Tocantins," 37,199 "," 8,107.97 ",
2010,Norte,17,TO,Tocantins," 175,468 "," 15,202.57 ",
2010,Norte,17,TO,Tocantins," 421,892 "," 40,609.47 ",
2010,Norte,17,TO,Tocantins," 35,158 "," 6,959.17 ",
2010,Norte,17,TO,Tocantins," 65,867 "," 7,652.68 ",
