Nome: ALAGOINHAS
Codigo Estacao: 83249
Latitude: -12.1486111
Longitude: -38.42527777
Altitude: 129.78
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);
2008-01-31;5;3,2;33,683871;26,230968;20,390323;5;
2008-02-29;8;81,9;33,765517;26,729655;21,917241;4,7;
2008-03-31;16;118;32,512903;26,386452;22,212903;5,2;
2008-04-30;15;90,4;30,633333;25,684667;21,856667;4;
2008-05-31;17;172,1;28,454839;23,902581;20,551613;4,2;
2008-06-30;24;147,4;27,4;22,492;18,756667;3,7;
2008-07-31;24;97,1;26,154839;21,344516;17,745161;4,7;
2008-08-31;19;85,2;27,2;21,965806;18,01;4,7;
2008-09-30;17;51,2;28,433333;23,058667;18,723333;4,8;
2008-10-31;14;65,2;30,2;24,099355;19,370968;5,3;
2008-11-30;5;92,2;32,613333;26,052;20,87;5;
2008-12-31;13;118,1;31,454839;25,566452;21,306452;5,8;
2009-01-31;8;23,1;32,916129;26,423871;21,096774;5;
2009-02-28;13;78,4;32,371429;26,131429;21,303571;5,7;
2009-03-31;4;7,6;34,7;26,903226;20,183871;4,3;
2009-04-30;13;88,8;32,183333;25,774;19,763333;5,3;
2009-05-31;26;415,3;27,851613;23,747097;19,303226;4,5;
2009-06-30;20;131,2;28,26;23,175333;18,673333;4,2;
2009-07-31;19;82,4;27,880645;22,696129;18,045161;5;
2009-08-31;19;70,5;27,635484;22,547097;17,858065;5,2;
2009-09-30;6;14,9;30,08;24,028667;18,603333;5,3;
2009-10-31;12;45,6;31,164516;25,416774;20,541935;5,7;
2009-11-30;3;7,4;33,44;26,096;19,983333;5,8;
2009-12-31;6;5,1;34,241935;27,01871;21,903333;5;
2010-01-31;11;30,5;33,503226;26,847097;21,583871;5,8;
2010-02-28;7;39,5;33,642857;27,053571;22,214286;5,8;
2010-03-31;16;141,2;33,46129;27,125806;22,848387;5;
2010-04-30;20;197,5;30,396667;25,613333;22,033333;3,8;
2010-05-31;16;75;30,032258;24,836129;20,854839;4,3;
2010-06-30;23;174;27,203333;22,916667;19,676667;5;
2010-07-31;28;319,3;26,677419;22,20129;18,9;5,7;
2010-08-31;23;56,3;26,967742;21,590968;17,277419;4,7;
2010-09-30;22;62,5;27,76;22,543333;18,143333;5;
2010-10-31;8;46,3;31,170968;25,176774;21,129032;5;
2010-11-30;3;2,3;32,61;26,120667;21,596667;5;
2010-12-31;5;70,7;32,974194;26,587742;22,137931;6,2;
2011-01-31;14;180,3;31,619355;25,761935;21,690323;7;
2011-02-28;9;15,4;32,560714;26,387857;22,025;5,2;
2011-03-31;11;63,8;33,558065;27,12129;22,903226;5,3;
2011-04-30;21;180,7;30,49;25,416667;21,716667;4,3;
2011-05-31;21;115,8;28,325806;23,608387;19,690323;4,2;
2011-06-30;15;123,6;27,596667;22,646667;18,39;4,2;
2011-07-31;18;58;27,093548;21,879355;17,825806;4,7;
2011-08-31;15;66,5;27,793548;22,325161;17,832258;4,7;
2011-09-30;10;24,7;28,366667;22,475333;18,203448;4,7;
2011-10-31;14;169,7;29,867742;24,150323;19,622581;5,2;
2011-11-30;13;129,6;29,126667;24,118;19,96;5;
2011-12-31;8;60;31,9;25,606452;20,725806;4,2;
2012-01-31;12;10;32,096774;26,010968;20,987097;5,5;
2012-02-29;11;50,6;32,106897;25,864828;21,131034;5,3;
2012-03-31;4;12,6;33,164516;26,143226;20,870968;5,3;
2012-04-30;10;24,1;32,07;25,473333;20,513333;4,7;
2012-05-31;18;124;29,829032;24,352903;20,351613;4,7;
2012-06-30;19;72,1;28,273333;23,168667;19,276667;4,2;
2012-07-31;17;73,6;27,551613;22,314839;18,6;6;
2012-08-31;23;95,9;27,093548;21,916129;17,593333;5;
2012-09-30;12;45,3;29,026667;23,131333;18,45;4,7;
2012-10-31;10;31,9;29,903226;23,990323;19,383871;4,5;
2012-11-30;7;30;31,92;25,709333;21,39;5;
2012-12-31;1;,3;33,493548;26,336129;21,03;4,8;
2013-01-31;12;35,1;33,929032;26,861935;21,96129;6,8;
2013-02-28;10;31,9;33,742857;26,756429;21,4;5;
2013-03-31;null;15,3;34,470968;27,174194;21,406452;8,2;
2013-04-30;null;190;31,3;25,890667;21,417241;4,7;
2013-05-31;null;174,7;28,929032;24,405806;21,048387;4,2;
2013-06-30;null;117,7;28,156667;23,776;20,793333;3,8;
2013-07-31;null;190,1;27,374194;22,81871;19,667742;4,5;
2013-08-31;null;103,4;27,293548;22,549032;19;4,7;
2013-09-30;null;62,9;28,973333;23,515333;19,35;4,1;
2013-10-31;null;87,8;29,66129;24,26;19,929032;5,1;
2013-11-30;null;37,6;30,723333;24,992667;20,343333;5;
2013-12-31;null;69,3;32,37;26,45871;22,509677;5;
2014-01-31;null;21;32,641935;26,069032;20,764516;5,8;
2014-02-28;null;99,7;31,164286;25,714286;21,732143;5,3;
2014-03-31;null;36,4;31,806452;26,072903;21,596774;4,2;
