Nome: LAVRAS
Codigo Estacao: 83687
Latitude: -21.22613
Longitude: -44.979666
Altitude: 916.19
Situacao: Operante
Data Inicial: 2008-01-01
Data Final: 2019-12-31
Periodicidade da Medicao: Mensal

Data Medicao;NUMERO DE DIAS COM PRECIP. PLUV, MENSAL(número);PRECIPITACAO TOTAL, MENSAL(mm);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);
2008-01-31;24;263;27,706452;21,819355;17,674194;5,5;
2008-02-29;15;243,3;28,796552;22,298621;17,855172;5,1;
2008-03-31;14;194,2;28,887097;21,897419;17,245161;5,3;
2008-04-30;13;110,6;27,803333;20,969333;16,643333;6,3;
2008-05-31;3;2,8;25,422581;17,820645;12,609677;7,7;
2008-06-30;3;14,4;25,096667;17,554;12,766667;5,5;
2008-07-31;0;0;25,43871;16,531613;9,909677;5,3;
2008-08-31;4;13,9;28,132258;19,573548;13,064516;5;
2008-09-30;8;87,6;27,963333;19,432;13,21;6;
2008-10-31;13;106,7;28,996774;21,998065;17,116129;5,8;
2008-11-30;18;190,1;27,956667;21,199333;17,086667;6,3;
2008-12-31;22;419,4;27,587097;21,490968;17,590323;7,7;
2009-01-31;21;320,5;28,770968;22,210968;18,245161;5,6;
2009-02-28;18;181,7;30,471429;23,285;18,489286;5;
2009-03-31;18;165,1;29,476667;22,704667;18,667742;4,8;
2009-04-30;9;130;27,53;20,411333;15,78;4,8;
2009-05-31;7;19,9;26,170968;18,674194;13,741935;5,8;
2009-06-30;7;24,5;23,946667;16,232667;11,176667;5;
2009-07-31;4;13,9;26,23871;18,556774;13,3;6,5;
2009-08-31;5;30,5;25,970968;18,473548;12,990323;6,3;
2009-09-30;9;127,8;28,733333;21,565333;16,366667;6;
2009-10-31;13;124,8;28,680645;21,868387;17,370968;5,5;
2009-11-30;15;102,4;30,736667;23,710667;19,043333;4,8;
2009-12-31;26;382,5;28,2;22,417419;18,680645;6,3;
2010-01-31;17;107,5;30,667742;23,95871;19,035484;5,5;
2010-02-28;12;68,5;31,103571;23,947857;18,85;4,3;
2010-03-31;18;97,7;29,703226;23,110323;18,306452;5,3;
2010-04-30;7;51,4;28,056667;21,054;16,153333;4,5;
2010-05-31;3;10,4;25,912903;18,490323;13,487097;4,8;
2010-06-30;3;3,4;24,023333;16,02;10,396667;5;
2010-07-31;3;13,9;24,648387;17,704516;12,512903;4,5;
2010-08-31;0;0;26,425806;18,070323;10,893548;6,1;
2010-09-30;7;43,4;27,286667;20,098667;14,04;7,1;
2010-10-31;12;143,5;27,774194;20,896129;16,035484;6;
2010-11-30;19;303,4;27,15;21,429333;17,59;13,6;
2010-12-31;19;288,7;29,722581;23,379355;19,2;8,3;
2011-01-31;15;349,2;28,780645;23;18,987097;4,6;
2011-02-28;8;103,5;31,135714;23,993571;18,917857;4,6;
2011-03-31;18;319,1;27,570968;22,007097;18,625806;4,6;
2011-04-30;8;60,6;28,096667;21,432667;16,94;5;
2011-05-31;1;9,6;25,222581;18,287097;13,632258;4,5;
2011-06-30;3;35,2;23,843333;16,280667;11,086667;6,6;
2011-07-31;0;0;25,219355;17,330323;11,470968;4,8;
2011-08-31;1;11,4;28,3;19,650323;13,029032;7,8;
2011-09-30;2;,6;28,573333;20,225333;13,493333;6,5;
2011-10-31;17;132,4;26,887097;20,909677;16,377419;6,1;
2011-11-30;13;172,8;26,643333;20,395333;15,986667;5,8;
2011-12-31;23;441,2;27,46129;21,781481;18,118519;6,6;
2012-01-31;20;529,2;27,176667;21,66069;17,875862;9,1;
2012-02-29;9;80,4;29,293103;23,150345;18,286207;5;
2012-03-31;12;133,1;28,803226;22,274839;17,706452;5,6;
2012-04-30;7;38,8;27,475862;21,396667;17,075862;6,1;
2012-05-31;5;41,8;23,906452;17,71871;13,3;5;
2012-06-30;8;94,6;24,206667;17,834667;13,446667;4,8;
2012-07-31;3;16;24,6;16,791613;11,022581;7,5;
2012-08-31;1;,4;25,193548;17,963226;12,26129;5,5;
